id,jurisdiction,body,meeting_date,title,item_type,confidence,signal_type,description,location,acres,units,developer,zoning_from,zoning_to,status_enum,growth_score,notes,url,agenda_text,source,scraped_at,lat,lng,geocode_source,geocode_confidence
pmn_1087839_item1,Lehi,Planning Commission,2026-06-11,Trademark Visual Pylon Signs - The Collective at 1050 West Sunrise Way,signage,0.9,,Trademark Visual requesting conditional use approval for two pylon signs with exceptions for height and sign area at The Collective commercial development,"1050 West Sunrise Way, Lehi",,,Trademark Visual,,,PROPOSED,15,Sign-only permit with height and area exceptions requested,https://www.utah.gov/pmn/sitemap/notice/1087839.html,,pmn,2026-06-29T12:38:02.015634Z,40.4339653,-111.8578395,nominatim,0.75
pmn_1087839_item2,Lehi,Planning Commission,2026-06-11,Cortese Preliminary Subdivision - 1450 West 1220 North (8 lots),nan,0.9,NEW_SUBDIVISION,Grow Development requesting approval of 8-lot residential preliminary subdivision in R-1-22 zone,"1450 West 1220 North, Lehi",,8,Grow Development,,,PROPOSED,35,Small residential plat for 8 single-family lots,https://www.utah.gov/pmn/sitemap/notice/1087839.html,,pmn,2026-06-29T12:38:02.015634Z,40.4024089,-111.8730589,nominatim,0.75
pmn_1087839_item3,Lehi,Planning Commission,2026-06-11,Walker Zone Change - 915 West State Street (2.58 acres),nan,0.9,REZONE,Deborah Walker requesting zone change from R-1-8 to C-H (Heavy Commercial) on 2.58 acres,"915 West State Street, Lehi",2.58,,Deborah Walker,R-1-8,C-H,PROPOSED,70,Commercial rezone on State Street corridor; moderate acreage for heavy commercial use,https://www.utah.gov/pmn/sitemap/notice/1087839.html,,pmn,2026-06-29T12:38:02.015634Z,40.409426,-111.8644196,nominatim,0.75
pmn_1087839_item4,Lehi,Planning Commission,2026-06-11,Thanksgiving Point Science Center Site Plan - 2356 West Wheatley Lane,nan,0.9,COMMERCIAL_PROJECT,"Thanksgiving Point requesting site plan approval for Science Center with exceptions to EIFS, glass, and setback requirements","2356 West Wheatley Lane, Lehi",,,Thanksgiving Point,,,PROPOSED,75,Major institutional/commercial project with design standard exceptions; Thanksgiving Point is significant regional attraction,https://www.utah.gov/pmn/sitemap/notice/1087839.html,,pmn,2026-06-29T12:38:02.015634Z,,,,
pmn_1087839_item5,Lehi,Planning Commission,2026-06-11,Development Code Amendment - Automobile Sales Regulations,nan,0.9,,Lehi City requesting review of development code amendments to Table 05.030-B and Section 12.130 updating regulations for Automobile Sales businesses,,,,,,,PROPOSED,20,Code amendment affecting automobile sales use category regulations city-wide,https://www.utah.gov/pmn/sitemap/notice/1087839.html,,pmn,2026-06-29T12:38:02.015634Z,,,,
pmn_1087839_item6,Lehi,Planning Commission,2026-06-11,Development Code Amendment - Neighborhood Exchange Structure Use,nan,0.9,,"Lehi City requesting review of development code amendments to Chapter 12, Chapter 39, Table 05.030A, and Table 05.030B adding Neighborhood Exchange Structure as a permitted use",,,,,,,PROPOSED,30,Code amendment adding new use category for neighborhood exchange structures city-wide,https://www.utah.gov/pmn/sitemap/notice/1087839.html,,pmn,2026-06-29T12:38:02.015634Z,,,,
pmn_1084221_item0,Lehi,Planning Commission,2026-06-11,Prestwich Zone Change - 2004 North 900 West (1.09 acres),nan,0.9,REZONE,TN Contracting LLC requesting zone change from RA-1 to R-2 on 1.09 acres,2004 North 900 West,1.09,,TN Contracting LLC,RA-1,R-2,PROPOSED,55,Small residential rezone from agricultural/rural to medium-density residential,https://www.utah.gov/pmn/sitemap/notice/1084221.html,,pmn,2026-06-29T12:38:02.015636Z,,,,
pmn_1084221_item1,Lehi,Planning Commission,2026-06-11,Trademark Visual Pylon Signs - The Collective at 1050 West Sunrise Way,signage,0.9,,Trademark Visual requesting conditional use approval for two pylon signs with exceptions for greater height and sign area at The Collective commercial development,1050 West Sunrise Way,,,Trademark Visual,,,PROPOSED,10,Sign-only approval; includes height and area exceptions,https://www.utah.gov/pmn/sitemap/notice/1084221.html,,pmn,2026-06-29T12:38:02.015636Z,,,,
pmn_1084221_item2,Lehi,Planning Commission,2026-06-11,Cortese Preliminary Subdivision - 1450 West 1220 North (8 lots),nan,0.9,NEW_SUBDIVISION,Grow Development requesting approval of 8-lot residential subdivision in R-1-22 zone,1450 West 1220 North,,8,Grow Development,,,PROPOSED,50,Small residential plat; 8 single-family lots in established residential zone,https://www.utah.gov/pmn/sitemap/notice/1084221.html,,pmn,2026-06-29T12:38:02.015636Z,40.5542238,-112.308192,nominatim,0.75
pmn_1084221_item3,Lehi,Planning Commission,2026-06-11,Walker Zone Change - 915 West State Street (2.58 acres),nan,0.9,REZONE,Deborah Walker requesting zone change from R-1-8 to C-H (Heavy Commercial) on 2.58 acres,915 West State Street,2.58,,Deborah Walker,R-1-8,C-H,PROPOSED,72,Residential to heavy commercial conversion; significant use change on State Street corridor,https://www.utah.gov/pmn/sitemap/notice/1084221.html,,pmn,2026-06-29T12:38:02.015636Z,,,,
pmn_1084221_item4,Lehi,Planning Commission,2026-06-11,Development Code Amendment - Automobile Sales Business Regulations,nan,0.9,GENERAL_PLAN_AMENDMENT,Lehi City requesting review of Development Code amendments to Table 05.030-B and Section 12.130 updating regulations for Automobile Sales businesses,,,,,,,PROPOSED,25,Code-level regulatory update affecting auto sales use category citywide,https://www.utah.gov/pmn/sitemap/notice/1084221.html,,pmn,2026-06-29T12:38:02.015636Z,,,,
pmn_1084221_item5,Lehi,Planning Commission,2026-06-11,Development Code Amendment - Neighborhood Exchange Structure Use,nan,0.9,GENERAL_PLAN_AMENDMENT,"Lehi City requesting review of Development Code amendments to Chapter 12, Chapter 39, Table 05.030A, and Table 05.030B adding Neighborhood Exchange Structure as a permitted use",,,,,,,PROPOSED,35,New use category added to code; supports neighborhood-scale commercial/community facilities,https://www.utah.gov/pmn/sitemap/notice/1084221.html,,pmn,2026-06-29T12:38:02.015636Z,,,,
pmn_1091639_item0,Lehi,Planning Commission,2026-07-09,Andrew Ward fence exception at 1337 S 1880 W,nan,0.9,,Request for approval of an exception for an 8-foot fence,1337 S 1880 W,,,Andrew Ward,,,PROPOSED,5,Minor variance request; no development activity,https://www.utah.gov/pmn/sitemap/notice/1091639.html,,pmn,2026-06-29T12:38:02.015629Z,,,,
pmn_1091639_item1,Lehi,Planning Commission,2026-07-09,Vivian Estates Phase 5A preliminary subdivision - 2 single family lots at 2070 North 600 East,nan,0.9,NEW_SUBDIVISION,JDH Development requesting approval of preliminary subdivision for 2 single family lots in RA-1 zone,2070 North 600 East,,2,JDH Development,RA-1,,PROPOSED,25,Part of larger Vivian Estates development; Phase 5A component,https://www.utah.gov/pmn/sitemap/notice/1091639.html,,pmn,2026-06-29T12:38:02.015629Z,40.5529425,-112.2819549,nominatim,0.75
pmn_1091639_item2,Lehi,Planning Commission,2026-07-09,Vivian Estates Phase 5B preliminary subdivision - 10 single family lots,nan,0.9,NEW_SUBDIVISION,JDH Development requesting approval of preliminary subdivision for 10 single family lots,approximately 600 East and 300 East,,10,JDH Development,,,PROPOSED,45,Companion to Phase 5A; location coordinates incomplete in packet,https://www.utah.gov/pmn/sitemap/notice/1091639.html,,pmn,2026-06-29T12:38:02.015629Z,,,,
pmn_1091639_item3,Lehi,Planning Commission,2026-07-09,Lehi Childcare Facility Site Plan at 808 North 2300 W with buffering and footprint exceptions,nan,0.9,COMMERCIAL_PROJECT,Kevin and Sarah Gordon requesting site plan approval for childcare facility with exceptions to buffering standards and building footprint size requirements,808 North 2300 W,,,Kevin and Sarah Gordon,,,PROPOSED,30,Institutional/commercial use; requesting design standard variances,https://www.utah.gov/pmn/sitemap/notice/1091639.html,,pmn,2026-06-29T12:38:02.015629Z,,,,
pmn_1091639_item4,Lehi,Planning Commission,2026-07-09,Fox Trail Subdivision Concept Plan - 9 lots with development agreement,nan,0.9,NEW_SUBDIVISION,Symphony Home requesting conceptual review and approval of Fox Trail Subdivision with 9 lots and development agreement,2850 West 1500 North,,9,Symphony Home,,,PROPOSED,40,Concept plan stage; includes development agreement component,https://www.utah.gov/pmn/sitemap/notice/1091639.html,,pmn,2026-06-29T12:38:02.015629Z,40.5581749,-112.3120736,nominatim,0.75
pmn_1091639_item5,Lehi,Planning Commission,2026-07-09,Gardner-Plumb Development Agreement amendment - transfer 124 residential units,nan,0.9,DEVELOPER_ACTIVITY,Gardner-Plumb Group requesting amendment to existing development agreement to transfer 124 equivalent residential units from northern to southern portion of development,,,124,Gardner-Plumb Group,,,PROPOSED,55,Major unit redistribution within existing agreement; significant project modification,https://www.utah.gov/pmn/sitemap/notice/1091639.html,,pmn,2026-06-29T12:38:02.015629Z,,,,
pmn_1091639_item6,Lehi,Planning Commission,2026-07-09,Development Code Amendment - Chapter 23 Signs comprehensive update,signage,0.9,GENERAL_PLAN_AMENDMENT,Lehi City comprehensive amendment to Chapter 23 of Development Code updating sign requirements and simplifying regulatory text,,,,Lehi City,,,PROPOSED,20,City-wide sign code update; affects all commercial and mixed-use signage citywide,https://www.utah.gov/pmn/sitemap/notice/1091639.html,,pmn,2026-06-29T12:38:02.015629Z,,,,
pmn_1091639_item7,Lehi,Planning Commission,2026-07-09,Design Standards and Public Improvement Specifications Manual amendment - Temporary Construction Site Safety Measures,nan,0.9,INFRASTRUCTURE,Lehi City amendment to Design Standards and Public Improvement Specifications Manual adding Section 3.08 for temporary construction site safety measures for commercial and residential construction,,,,Lehi City,,,PROPOSED,15,City-wide standard-setting for construction management; affects all future development,https://www.utah.gov/pmn/sitemap/notice/1091639.html,,pmn,2026-06-29T12:38:02.015629Z,,,,
pmn_1070005_item0,Saratoga Springs,City of Saratoga Springs Planning Commission,2026-04-16,Amendment to Title 19 Land Development Code Chapter 19.04 - Increase Maximum Building Footprint Size in Neighborhood Commercial Zone,nan,0.9,GENERAL_PLAN_AMENDMENT,"Proposed amendment to increase the Maximum Building Footprint Size in the Neighborhood Commercial Zone from 15,000 square feet to 60,000 square feet, allowing larger commercial buildings city-wide",City-wide,,,Mike Williamson,Neighborhood Commercial Zone,Neighborhood Commercial Zone (modified),PROPOSED,72,Developer-initiated code amendment that will enable larger commercial buildings in NC zones. This significantly increases development potential for commercial projects (4x footprint increase). Requires Planning Commission approval and likely City Council action.,https://www.utah.gov/pmn/sitemap/notice/1070005.html,,pmn,2026-06-29T12:38:02.015281Z,,,,
pmn_1072019_item0,Saratoga Springs,City of Saratoga Springs Planning Commission,2026-04-16,"Amendment to Title 19 Land Development Code Chapter 19.04 - Increase Maximum Building Footprint Size in Neighborhood Commercial Zone from 15,000 to 60,000 square feet",nan,0.9,GENERAL_PLAN_AMENDMENT,"City-wide amendment to Land Development Code allowing larger buildings in the Neighborhood Commercial Zone by increasing the maximum building footprint size from 15,000 square feet to 60,000 square feet. Developer-initiated proposal by Mike Williamson.",City-wide,,,Mike Williamson,,,PROPOSED,65,This is a code amendment that will enable larger commercial projects in NC zones going forward. Increases development potential for neighborhood commercial properties.,https://www.utah.gov/pmn/sitemap/notice/1072019.html,,pmn,2026-06-29T12:38:02.015278Z,,,,
pmn_1072019_item1,Saratoga Springs,City of Saratoga Springs Planning Commission,2026-04-16,Redwood Sports Harvest Point B Site Plan at 2113 North Hillcrest Road,nan,0.9,COMMERCIAL_PROJECT,Site plan review and approval for Redwood Sports Harvest Point B commercial project. Applicant is Nathan Brown.,"2113 North Hillcrest Road, Saratoga Springs, UT",,,Nathan Brown,,,PROPOSED,55,Commercial site plan approval item. Specific use and square footage not detailed in agenda.,https://www.utah.gov/pmn/sitemap/notice/1072019.html,,pmn,2026-06-29T12:38:02.015278Z,40.4005871,-111.9209058,nominatim,0.75
pmn_1075421_item0,Saratoga Springs,City of Saratoga Springs Planning Commission,2026-04-30,Mt. Saratoga Veterinary Clinic Site Plan at 30 North Mt. Saratoga Boulevard,nan,0.9,COMMERCIAL_PROJECT,Site plan review for Mt. Saratoga Veterinary Clinic commercial project,"30 North Mt. Saratoga Boulevard, Saratoga Springs, UT",,,Daniel Harris,,,PROPOSED,25,Planning Commission discussion and recommendation item; veterinary clinic use,https://www.utah.gov/pmn/sitemap/notice/1075421.html,,pmn,2026-06-29T12:38:02.015273Z,40.372496,-111.9561512,nominatim,0.75
pmn_1075421_item1,Saratoga Springs,City of Saratoga Springs Planning Commission,2026-04-30,Westport Business Park Lot 4 Site Plan at 2078 North Stagecoach Drive,nan,0.9,COMMERCIAL_PROJECT,Site plan review for Westport Business Park Lot 4,"2078 North Stagecoach Drive, Saratoga Springs, UT",,,Larry Lindstrom and Mark Johnson,,,PROPOSED,35,Planning Commission discussion and recommendation item; business park development,https://www.utah.gov/pmn/sitemap/notice/1075421.html,,pmn,2026-06-29T12:38:02.015273Z,40.4023401,-111.9179048,nominatim,0.75
pmn_1075421_item2,Saratoga Springs,City of Saratoga Springs Planning Commission,2026-04-30,Riders Station Site Plan and Preliminary Plat at 1193 West Fairfield Road,nan,0.9,LARGE_PROJECT,Site plan and preliminary plat review for Riders Station development,"1193 West Fairfield Road, Saratoga Springs, UT",,,Adam Hurd of BlackSpire Capital Group,,,PROPOSED,65,Planning Commission discussion item; includes both site plan and preliminary plat; BlackSpire Capital Group applicant,https://www.utah.gov/pmn/sitemap/notice/1075421.html,,pmn,2026-06-29T12:38:02.015273Z,40.3638168,-111.9459561,nominatim,0.75
pmn_1075421_item3,Saratoga Springs,City of Saratoga Springs Planning Commission,2026-04-30,Amendment to Title 18 Building Construction Code Chapters 18.05 - Grading and Incorporation into Land Use Regulations,nan,0.9,INFRASTRUCTURE,City-initiated amendment to grading standards in building construction code and land use regulations; public hearing held,,,,,,,PROPOSED,15,Citywide code amendment; public hearing conducted; Engineer Ken Knight responsible,https://www.utah.gov/pmn/sitemap/notice/1075421.html,,pmn,2026-06-29T12:38:02.015273Z,,,,
pmn_1073749_item0,Saratoga Springs,City of Saratoga Springs Planning Commission,2026-04-30,Amendment to Title 18 Building and Construction Code Chapter 18.05 - Grading regulations for slope standards,nan,0.9,INFRASTRUCTURE,City-initiated amendment to allow steeper slopes for final cuts and fills to be consistent with regulations in other parts of the code and Standard Technical Specifications & Drawings. Amendment will also define maximum slopes in grading setbacks citywide.,,,,,,,PROPOSED,15,City-initiated code amendment affecting grading standards citywide. Intended to harmonize slope requirements across municipal code and align with standard technical specifications.,https://www.utah.gov/pmn/sitemap/notice/1073749.html,,pmn,2026-06-29T12:38:02.015276Z,,,,
